,word,lemma,onset,offset,section,sentence_index
0,当,当,0.0,0.14,1,0
1,我,我,0.14,0.25,1,0
2,还,还,0.25,0.43,1,0
3,只有,只有,0.43,0.67,1,0
4,六,六,0.67,0.89,1,0
5,岁,岁,0.89,1.06,1,0
6,的,的,1.06,1.14,1,0
7,时候,时候,1.14,1.58,1,0
8,在,在,2.16,2.34,1,0
9,一,一,2.34,2.44,1,0
10,本,本,2.44,2.53,1,0
11,描写,描写,2.53,2.93,1,0
12,原始,原始,2.93,3.25,1,0
13,森林,森林,3.25,3.69,1,0
14,的,的,3.69,3.79,1,0
15,名,名,4.16,4.3,1,0
16,叫,叫,4.3,4.46,1,0
17,真实,真实,4.46,4.84,1,0
18,的,的,4.84,4.9,1,0
19,故事,故事,4.9,5.22,1,0
20,的,的,5.22,5.31,1,0
21,书,书,5.31,5.51,1,0
22,中,中,5.51,5.71,1,0
23,看到,看到,6.05,6.32,1,0
24,了,了,6.32,6.4,1,0
25,一,一,6.4,6.48,1,0
26,幅,幅,6.48,6.64,1,0
27,精彩,精彩,6.64,6.97,1,0
28,的,的,6.97,7.06,1,0
29,插画,插画,7.06,7.47,1,0
30,画,画,8.02,8.24,1,1
31,的,的,8.24,8.44,1,1
32,是,是,8.76,8.94,1,1
33,一,一,8.94,9.02,1,1
34,条,条,9.02,9.2,1,1
35,蟒蛇,蟒蛇,9.2,9.73,1,1
36,正在,正在,9.87,10.11,1,1
37,吞食,吞食,10.11,10.53,1,1
38,一,一,10.53,10.66,1,1
39,只,只,10.66,10.78,1,1
40,大,大,10.78,10.94,1,1
41,野兽,野兽,10.94,11.3,1,1
42,页头,页头,12.11,12.46,1,2
43,上,上,12.46,12.69,1,2
44,就,就,12.92,13.06,1,2
45,是,是,13.06,13.16,1,2
46,那,那,13.16,13.29,1,2
47,幅,幅,13.29,13.43,1,2
48,画,画,13.43,13.58,1,2
49,的,的,13.58,13.7,1,2
50,摹本,摹本,13.7,14.07,1,2
51,这,这,14.98,15.11,1,3
52,本,本,15.11,15.23,1,3
53,书,书,15.23,15.4,1,3
54,中,中,15.4,15.53,1,3
55,写道,写道,15.53,15.91,1,3
56,这些,这些,16.44,16.7,1,3
57,蟒蛇,蟒蛇,16.7,17.23,1,3
58,把,把,17.23,17.43,1,3
59,它们,它们,17.43,17.67,1,3
60,的,的,17.67,17.75,1,3
61,猎获物,猎物,17.75,18.35,1,3
62,不,不,18.45,18.55,1,3
63,加,加,18.55,18.71,1,3
64,咀嚼,咀嚼,18.71,19.03,1,3
65,地,地,19.03,19.13,1,3
66,囫囵,囫囵,19.13,19.47,1,3
67,吞,吞,19.47,19.68,1,3
68,下,下,19.68,19.93,1,3
69,尔后,尔后,20.47,20.87,1,3
70,就,就,21.11,21.23,1,3
71,不,不,21.23,21.35,1,3
72,能,能,21.35,21.5,1,3
73,再,再,21.5,21.62,1,3
74,动弹,动弹,21.62,21.95,1,3
75,了,了,21.95,22.09,1,3
76,它们,它们,22.83,23.04,1,4
77,就,就,23.04,23.17,1,4
78,在,在,23.17,23.3,1,4
79,长长,长长,23.3,23.75,1,4
80,的,的,23.75,23.83,1,4
81,六,六,23.83,24.03,1,4
82,个,个,24.03,24.14,1,4
83,月,月,24.14,24.24,1,4
84,的,的,24.24,24.34,1,4
85,睡眠,睡眠,24.34,24.77,1,4
86,中,中,24.77,24.97,1,4
87,消化,消化,25.2,25.62,1,4
88,这些,这些,25.62,25.88,1,4
89,食物,食物,25.88,26.22,1,4
90,当时,当时,27.27,27.71,1,5
91,我,我,28.23,28.35,1,5
92,对,对,28.35,28.45,1,5
93,丛林,丛林,28.45,28.74,1,5
94,中,中,28.74,28.85,1,5
95,的,的,28.85,28.97,1,5
96,奇遇,奇遇,28.97,29.27,1,5
97,想,想,29.27,29.47,1,5
98,得,得,29.47,29.55,1,5
99,很,很,29.55,29.8,1,5
100,多,多,29.8,30.03,1,5
101,于是,于是,30.68,31.05,1,6
102,我,我,31.35,31.48,1,6
103,也,也,31.48,31.63,1,6
104,用,用,31.63,31.77,1,6
105,彩色,彩色,31.77,32.08,1,6
106,铅笔,铅笔,32.08,32.47,1,6
107,画,画,32.65,32.79,1,6
108,出,出,32.79,32.96,1,6
109,了,了,32.96,33.06,1,6
110,我,我,33.06,33.17,1,6
111,的,的,33.17,33.26,1,6
112,第一,第一,33.26,33.55,1,6
113,幅,幅,33.55,33.69,1,6
114,图画,图画,33.69,34.13,1,6
115,我,我,34.63,34.78,1,7
116,的,的,34.78,34.96,1,7
117,第一,第一,35.15,35.4,1,7
118,号,号,35.4,35.58,1,7
119,作品,作品,35.58,35.98,1,7
120,它,它,36.61,36.75,1,7
121,是,是,36.75,36.89,1,7
122,这样,这样,36.89,37.22,1,7
123,的,的,37.22,37.38,1,7
124,我,我,38.73,38.84,1,8
125,把,把,38.84,38.98,1,8
126,我,我,38.98,39.12,1,8
127,的,的,39.12,39.21,1,8
128,这,这,39.21,39.35,1,8
129,幅,幅,39.35,39.47,1,8
130,杰作,杰作,39.47,39.89,1,8
131,拿,拿,39.89,40.09,1,8
132,给,给,40.09,40.2,1,8
133,大人,大人,40.2,40.5,1,8
134,看,看,40.5,40.74,1,8
135,我,我,41.41,41.51,1,9
136,问,问,41.51,41.66,1,9
137,他们,他们,41.66,41.99,1,9
138,我,我,42.29,42.44,1,9
139,的,的,42.44,42.51,1,9
140,画,画,42.51,42.78,1,9
141,是,是,42.9,43.08,1,9
142,不,不,43.08,43.14,1,9
143,是,是,43.14,43.27,1,9
144,叫,叫,43.27,43.4,1,9
145,他们,他们,43.4,43.56,1,9
146,害怕,害怕,43.56,44.0,1,9
147,他们,他们,44.89,45.1,1,10
148,回答,回答,45.1,45.44,1,10
149,我,我,45.44,45.55,1,10
150,说,说,45.55,45.79,1,10
151,害怕,害怕,46.44,47.02,1,10
152,一,一,47.69,47.81,1,10
153,顶,顶,47.81,47.92,1,10
154,帽子,帽子,47.92,48.49,1,10
155,有,有,48.71,48.84,1,10
156,什么,什么,48.84,49.11,1,10
157,可怕,可怕,49.11,49.48,1,10
158,的,的,49.48,49.6,1,10
159,我,我,50.55,50.66,1,11
160,画,画,50.66,50.86,1,11
161,的,的,50.86,50.94,1,11
162,不,不,50.94,51.16,1,11
163,是,是,51.16,51.3,1,11
164,帽子,帽子,51.3,51.7,1,11
165,是,是,52.22,52.39,1,11
166,一,一,52.39,52.46,1,12
167,条,条,52.46,52.64,1,12
168,巨蟒,巨蟒,52.64,53.02,1,12
169,在,在,53.2,53.32,1,12
170,消化,消化,53.32,53.65,1,12
171,着,着,53.65,53.75,1,12
172,一,一,53.75,53.83,1,12
173,头,头,53.83,53.96,1,12
174,大象,大象,53.96,54.39,1,12
175,既然,既然,55.23,55.59,1,13
176,大人们,大人们,55.59,55.97,1,13
177,不,不,55.97,56.07,1,13
178,能够,能够,56.07,56.35,1,13
179,理解,理解,56.35,56.76,1,13
180,于是,于是,57.31,57.68,1,13
181,我,我,57.99,58.11,1,13
182,又,又,58.11,58.24,1,13
183,把,把,58.24,58.36,1,13
184,巨蟒,巨蟒,58.36,58.69,1,13
185,肚子,肚子,58.69,59.0,1,13
186,里,里,59.0,59.13,1,13
187,的,的,59.13,59.23,1,13
188,情况,情况,59.23,59.56,1,13
189,画,画,59.56,59.7,1,13
190,了,了,59.7,59.79,1,13
191,出来,出来,59.79,60.1,1,13
192,以便,以便,60.57,60.8,1,13
193,让,让,60.8,60.95,1,13
194,大人们,大人们,60.95,61.28,1,13
195,能够,能够,61.28,61.56,1,13
196,看,看,61.56,61.76,1,13
197,懂,懂,61.76,61.97,1,13
198,这些,这些,62.7,63.01,1,14
199,大人,大人,63.01,63.37,1,14
200,总是,总是,63.56,63.89,1,14
201,需要,需要,63.89,64.15,1,14
202,解释,解释,64.15,64.53,1,14
203,我,我,65.66,65.79,1,15
204,的,的,65.79,65.87,1,15
205,第二,第二,65.87,66.2,1,15
206,号,号,66.2,66.35,1,15
207,作品,作品,66.35,66.76,1,15
208,是,是,66.92,67.08,1,15
209,这样,这样,67.08,67.4,1,15
210,的,的,67.4,67.56,1,15
211,大人们,大人们,68.75,69.13,1,16
212,劝,劝,69.13,69.39,1,16
213,我,我,69.39,69.53,1,16
214,把,把,69.75,69.86,1,16
215,这些,这些,69.86,70.21,1,16
216,画,画,70.21,70.4,1,16
217,着,着,70.4,70.5,1,16
218,开,开,70.5,70.71,1,16
219,着,着,70.71,70.79,1,16
220,肚皮,肚皮,70.79,71.18,1,16
221,的,的,71.18,71.32,1,16
222,或,或,71.71,71.8,1,16
223,闭,闭,71.8,71.99,1,16
224,上,上,71.99,72.16,1,16
225,肚皮,肚皮,72.16,72.41,1,16
226,的,的,72.41,72.49,1,16
227,蟒蛇,蟒蛇,72.49,72.83,1,16
228,的,的,72.83,72.9,1,16
229,图画,图画,72.9,73.21,1,16
230,放在,放在,73.21,73.44,1,16
231,一边,一边,73.44,73.75,1,16
232,还是,还是,74.36,74.62,1,16
233,把,把,74.62,74.74,1,16
234,兴趣,兴趣,74.74,75.15,1,16
235,放,放,75.34,75.52,1,16
236,在,在,75.52,75.65,1,16
237,地理,地理,75.65,76.23,1,16
238,历史,历史,76.33,76.82,1,16
239,算术,算术,76.98,77.35,1,16
240,语法,语法,77.35,77.71,1,16
241,上,上,77.71,77.91,1,16
242,就,就,78.76,78.92,1,17
243,这样,这样,78.92,79.3,1,17
244,在,在,79.96,80.14,1,17
245,六,六,80.14,80.27,1,17
246,岁,岁,80.27,80.44,1,17
247,的,的,80.44,80.51,1,17
248,那,那,80.51,80.64,1,17
249,年,年,80.64,80.87,1,17
250,我,我,81.29,81.4,1,17
251,就,就,81.4,81.51,1,17
252,放弃,放弃,81.51,81.84,1,17
253,了,了,81.84,81.94,1,17
254,当,当,81.94,82.08,1,17
255,画家,画家,82.08,82.44,1,17
256,这,这,82.62,82.73,1,17
257,一,一,82.73,82.78,1,17
258,美好,美好,82.78,83.13,1,17
259,的,的,83.13,83.24,1,17
260,职业,职业,83.24,83.63,1,17
261,我,我,84.36,84.47,1,18
262,的,的,84.47,84.58,1,18
263,第一,第一,84.58,84.9,1,18
264,号,号,84.9,85.11,1,18
265,第二,第二,85.31,85.55,1,18
266,号,号,85.55,85.71,1,18
267,作品,作品,85.71,86.03,1,18
268,的,的,86.03,86.1,1,18
269,不,不,86.1,86.25,1,18
270,成功,成功,86.25,86.62,1,18
271,使,使,86.91,87.14,1,18
272,我,我,87.14,87.26,1,18
273,泄,泄,87.26,87.43,1,18
274,了,了,87.43,87.53,1,18
275,气,气,87.53,87.82,1,18
276,这些,这些,88.64,88.9,1,19
277,大人们,大人们,88.9,89.43,1,19
278,靠,靠,89.92,90.09,1,19
279,他们,他们,90.09,90.5,1,19
280,自己,自己,90.59,90.83,1,19
281,什么,什么,90.83,91.07,1,19
282,也,也,91.07,91.24,1,19
283,弄,弄,91.24,91.35,1,19
284,不,不,91.35,91.45,1,19
285,懂,懂,91.45,91.61,1,19
286,还,还,92.09,92.23,1,19
287,得,得,92.23,92.34,1,19
288,老,老,92.34,92.52,1,19
289,是,是,92.52,92.66,1,19
290,不,不,92.66,92.78,1,19
291,断,断,92.78,92.95,1,19
292,地,地,92.95,93.01,1,19
293,给,给,93.01,93.14,1,19
294,他们,他们,93.14,93.42,1,19
295,做,做,93.42,93.56,1,19
296,解释,解释,93.56,93.93,1,19
297,后来,后来,95.05,95.45,1,20
298,我,我,96.01,96.11,1,20
299,只好,只好,96.11,96.37,1,20
300,选择,选择,96.37,96.69,1,20
301,了,了,96.69,96.81,1,20
302,另外,另外,96.81,97.08,1,20
303,一,一,97.08,97.16,1,20
304,个,个,97.16,97.28,1,20
305,职业,职业,97.28,97.63,1,20
306,我,我,98.24,98.38,1,21
307,学会,学会,98.38,98.73,1,21
308,了,了,98.73,98.88,1,21
309,开,开,98.88,99.09,1,21
310,飞机,飞机,99.09,99.46,1,21
311,世界,世界,100.07,100.34,1,22
312,各,各,100.34,100.53,1,22
313,地,地,100.53,100.69,1,22
314,差不多,差不多,100.69,101.08,1,22
315,都,都,101.08,101.22,1,22
316,飞,飞,101.22,101.36,1,22
317,到,到,101.36,101.5,1,22
318,过,过,101.5,101.71,1,22
319,的确,的确,102.28,102.69,1,23
320,地理学,地理学,103.27,103.8,1,23
321,帮,帮,103.8,104.0,1,23
322,了,了,104.0,104.06,1,23
323,我,我,104.06,104.16,1,23
324,很,很,104.16,104.32,1,23
325,大,大,104.32,104.49,1,23
326,的,的,104.49,104.55,1,23
327,忙,忙,104.55,104.78,1,23
328,我,我,105.35,105.48,1,24
329,一眼,一眼,105.48,105.78,1,24
330,就,就,105.78,105.88,1,24
331,能,能,105.88,106.0,1,24
332,分辨,分辨,106.0,106.33,1,24
333,出,出,106.33,106.48,1,24
334,中国,中国,106.48,106.96,1,24
335,和,和,106.96,107.13,1,24
336,亚利桑那,亚利桑那,107.13,107.7,1,24
337,要是,要是,108.41,108.72,1,25
338,夜里,夜里,108.72,108.93,1,25
339,迷失,迷失,108.93,109.17,1,25
340,了,了,109.17,109.27,1,25
341,航向,航向,109.27,109.67,1,25
342,这,这,109.84,109.93,1,25
343,是,是,109.93,110.03,1,25
344,很,很,110.03,110.23,1,25
345,有,有,110.23,110.39,1,25
346,用,用,110.39,110.56,1,25
347,的,的,110.56,110.7,1,25
348,这样,这样,111.58,111.95,1,26
349,在,在,112.25,112.43,1,26
350,我,我,112.43,112.51,1,26
351,的,的,112.51,112.6,1,26
352,生活,生活,112.6,112.95,1,26
353,中,中,112.95,113.15,1,26
354,我,我,113.46,113.55,1,26
355,跟,跟,113.55,113.67,1,26
356,许多,许多,113.67,114.03,1,26
357,严肃,严肃,114.03,114.36,1,26
358,的,的,114.36,114.48,1,26
359,人,人,114.48,114.64,1,26
360,有,有,114.81,114.92,1,26
361,过,过,114.92,115.02,1,26
362,很多,很多,115.02,115.37,1,26
363,的,的,115.37,115.47,1,26
364,接触,接触,115.47,115.83,1,26
365,我,我,116.45,116.55,1,27
366,在,在,116.55,116.68,1,27
367,大人们,大人们,116.68,117.09,1,27
368,中间,中间,117.09,117.37,1,27
369,生活,生活,117.37,117.67,1,27
370,过,过,117.67,117.78,1,27
371,很,很,117.78,117.94,1,27
372,长,长,117.94,118.14,1,27
373,时间,时间,118.14,118.51,1,27
374,我,我,119.25,119.36,1,28
375,仔细,仔细,119.36,119.67,1,28
376,地,地,119.67,119.76,1,28
377,观察,观察,119.76,120.1,1,28
378,过,过,120.1,120.2,1,28
379,他们,他们,120.2,120.52,1,28
380,但,但,121.18,121.31,1,28
381,这,这,121.31,121.43,1,28
382,并,并,121.43,121.57,1,29
383,没有,没有,121.57,121.83,1,29
384,使,使,121.83,122.04,1,29
385,我,我,122.04,122.22,1,29
386,对,对,122.42,122.53,1,29
387,他们,他们,122.53,122.78,1,29
388,的,的,122.78,122.86,1,29
389,看法,看法,122.86,123.26,1,29
390,有,有,123.26,123.4,1,29
391,多,多,123.4,123.56,1,29
392,大,大,123.56,123.68,1,29
393,的,的,123.68,123.77,1,29
394,改变,改变,123.77,124.18,1,29
395,当,当,124.92,125.05,1,30
396,我,我,125.05,125.18,1,30
397,遇到,遇到,125.18,125.44,1,30
398,一,一,125.44,125.58,1,30
399,个,个,125.58,125.78,1,30
400,头脑,头脑,126.05,126.37,1,30
401,看来,看来,126.37,126.64,1,30
402,稍微,稍微,126.64,126.88,1,30
403,清楚,清楚,126.88,127.23,1,30
404,的,的,127.23,127.3,1,30
405,大人,大人,127.3,127.59,1,30
406,时,时,127.59,127.83,1,30
407,我,我,128.39,128.5,1,30
408,就,就,128.5,128.6,1,30
409,拿出,拿出,128.6,128.92,1,30
410,一直,一直,128.92,129.14,1,30
411,保存,保存,129.14,129.54,1,30
412,着,着,129.54,129.66,1,30
413,的,的,129.66,129.8,1,30
414,我,我,130.05,130.21,1,30
415,那,那,130.21,130.33,1,30
416,第一,第一,130.33,130.62,1,30
417,号,号,130.62,130.79,1,30
418,作品,作品,130.79,131.21,1,30
419,来,来,131.32,131.44,1,30
420,测试,测试,131.44,131.8,1,30
421,测试,测试,131.8,132.05,1,30
422,他,他,132.05,132.24,1,30
423,我,我,133.03,133.12,1,31
424,想,想,133.12,133.3,1,31
425,知道,知道,133.3,133.63,1,31
426,他,他,134.11,134.23,1,31
427,是否,是否,134.23,134.53,1,31
428,真的,真的,134.53,134.83,1,31
429,有,有,134.83,134.93,1,31
430,理解,理解,134.93,135.23,1,31
431,能力,能力,135.23,135.59,1,31
432,可是,可是,136.48,136.78,1,31
433,得到,得到,136.78,137.08,1,31
434,的,的,137.08,137.18,1,31
435,回答,回答,137.18,137.46,1,31
436,总,总,137.46,137.69,1,31
437,是,是,137.69,137.96,1,31
438,这,这,138.72,138.82,1,31
439,是,是,138.82,138.95,1,31
440,顶,顶,138.95,139.1,1,31
441,帽子,帽子,139.1,139.44,1,31
442,我,我,140.38,140.47,1,32
443,就,就,140.47,140.61,1,32
444,不,不,140.61,140.82,1,32
445,和,和,140.82,140.95,1,32
446,他,他,140.95,141.12,1,32
447,谈,谈,141.12,141.32,1,32
448,巨蟒,巨蟒,141.32,141.69,1,32
449,呀,呀,141.69,141.91,1,32
450,原始,原始,142.14,142.46,1,32
451,森林,森林,142.46,142.81,1,32
452,呀,呀,142.81,142.97,1,32
453,或者,或者,143.19,143.4,1,32
454,星星,星星,143.4,143.79,1,32
455,之类,之类,143.79,144.03,1,32
456,的,的,144.03,144.1,1,32
457,事儿,事,144.1,144.33,1,32
458,我,我,144.86,144.99,1,33
459,只得,只得,144.99,145.24,1,33
460,迁就,迁就,145.24,145.54,1,33
461,他,他,145.54,145.74,1,33
462,的,的,145.74,145.84,1,33
463,水平,水平,145.84,146.27,1,33
464,和,和,146.81,146.95,1,34
465,他们,他们,146.95,147.21,1,34
466,谈,谈,147.21,147.39,1,34
467,些,些,147.39,147.53,1,34
468,桥牌,桥牌,147.53,148.03,1,34
469,呀,呀,148.03,148.22,1,34
470,高尔夫球,高尔夫球,148.55,149.09,1,34
471,呀,呀,149.09,149.26,1,34
472,政治,政治,149.26,149.64,1,34
473,呀,呀,149.64,149.79,1,34
474,领带,领带,149.98,150.34,1,34
475,呀,呀,150.34,150.44,1,34
476,这些,这些,150.44,150.76,1,34
477,于是,于是,151.64,151.89,1,35
478,大人们,大人们,151.89,152.38,1,35
479,就,就,152.59,152.72,1,35
480,十分,十分,152.72,153.09,1,35
481,高兴,高兴,153.09,153.47,1,35
482,能,能,153.47,153.67,1,35
483,认识,认识,153.67,153.94,1,35
484,我,我,153.94,154.06,1,35
485,这样,这样,154.06,154.36,1,35
486,一,一,154.36,154.49,1,35
487,个,个,154.49,154.67,1,35
488,通情达理,通情达理,154.87,155.66,1,35
489,的,的,155.66,155.85,1,35
490,人,人,155.85,156.02,1,35
491,我,我,157.26,157.35,1,36
492,就,就,157.35,157.49,1,36
493,这样,这样,157.49,157.78,1,36
494,孤独,孤独,157.78,158.14,1,36
495,地,地,158.14,158.21,1,36
496,生活,生活,158.21,158.65,1,36
497,着,着,158.65,158.86,1,36
498,没有,没有,159.59,159.84,1,37
499,一,一,159.84,159.96,1,37
500,个,个,159.96,160.05,1,37
501,能,能,160.05,160.2,1,37
502,真正,真正,160.2,160.5,1,37
503,谈,谈,160.5,160.7,1,37
504,得,得,160.7,160.75,1,37
505,来,来,160.75,160.91,1,37
506,的,的,160.91,160.97,1,37
507,人,人,160.97,161.18,1,37
508,一直,一直,161.77,161.99,1,38
509,到,到,161.99,162.11,1,38
510,六,六,162.11,162.24,1,38
511,年,年,162.24,162.43,1,38
512,前,前,162.43,162.73,1,38
513,在,在,163.11,163.26,1,38
514,撒哈拉,撒哈拉,163.26,163.7,1,38
515,沙漠,沙漠,163.7,164.04,1,38
516,上,上,164.04,164.28,1,38
517,发生,发生,164.33,164.63,1,38
518,了,了,164.63,164.74,1,38
519,那,那,164.74,164.87,1,38
520,次,次,164.87,165.0,1,38
521,故障,故障,165.0,165.43,1,38
522,我,我,166.13,166.25,1,39
523,的,的,166.25,166.34,1,39
524,发动机,发动机,166.34,166.81,1,39
525,里,里,166.81,166.94,1,39
526,有,有,166.94,167.03,1,39
527,个,个,167.03,167.14,1,39
528,东西,东西,167.14,167.41,1,39
529,损坏,损坏,167.41,167.84,1,39
530,了,了,167.84,167.98,1,39
531,当时,当时,168.75,169.02,1,40
532,由于,由于,169.02,169.4,1,40
533,我,我,169.61,169.72,1,40
534,既,既,169.72,169.89,1,40
535,没有,没有,169.89,170.16,1,40
536,带,带,170.16,170.32,1,40
537,机械师,机械师,170.32,170.86,1,40
538,也,也,171.11,171.21,1,40
539,没有,没有,171.21,171.4,1,40
540,带,带,171.4,171.6,1,40
541,旅客,旅客,171.6,171.99,1,40
542,我,我,172.67,172.77,1,40
543,就,就,172.77,172.89,1,40
544,试图,试图,172.89,173.29,1,40
545,独自,独自,173.48,173.79,1,40
546,完成,完成,173.79,174.09,1,40
547,这个,这个,174.09,174.28,1,40
548,困难,困难,174.28,174.57,1,40
549,的,的,174.57,174.67,1,40
550,维修,维修,174.67,174.93,1,40
551,工作,工作,174.93,175.31,1,40
552,这,这,176.16,176.3,1,41
553,对,对,176.3,176.4,1,41
554,我,我,176.4,176.53,1,41
555,来说,来说,176.53,176.88,1,41
556,是,是,177.15,177.31,1,41
557,个,个,177.31,177.4,1,41
558,生,生,177.4,177.63,1,41
559,与,与,177.63,177.76,1,41
560,死,死,177.76,177.97,1,41
561,的,的,178.02,178.11,1,41
562,问题,问题,178.11,178.56,1,41
563,我,我,179.25,179.37,1,42
564,随身,随身,179.37,179.74,1,42
565,带,带,179.74,179.86,1,42
566,的,的,179.86,179.95,1,42
567,水,水,179.95,180.21,1,42
568,只,只,180.47,180.61,1,42
569,够,够,180.61,180.75,1,42
570,饮用,饮用,180.75,181.05,1,42
571,一,一,181.05,181.23,1,42
572,星期,星期,181.23,181.7,1,42
573,第一,第一,182.6,182.78,1,43
574,天,天,182.78,182.94,1,43
575,晚上,晚上,182.94,183.35,1,43
576,我,我,183.73,183.86,1,43
577,就,就,183.86,183.99,1,43
578,睡,睡,183.99,184.16,1,43
579,在,在,184.16,184.3,1,43
580,这,这,184.3,184.41,1,43
581,远离,远离,184.41,184.75,1,43
582,人间,人间,184.75,185.05,1,43
583,烟火,烟火,185.05,185.35,1,43
584,的,的,185.35,185.46,1,43
585,大,大,185.46,185.58,1,43
586,沙漠,沙漠,185.58,185.93,1,43
587,上,上,185.93,186.15,1,43
588,我,我,186.83,186.94,1,44
589,比,比,186.94,187.08,1,44
590,大海,大海,187.08,187.42,1,44
591,中,中,187.42,187.66,1,44
592,伏,伏,187.88,188.0,1,44
593,在,在,188.0,188.13,1,44
594,小,小,188.13,188.28,1,44
595,木排,木排,188.28,188.64,1,44
596,上,上,188.64,188.77,1,44
597,的,的,188.77,188.88,1,44
598,遇难者,遇难者,188.88,189.36,1,44
599,还,还,189.58,189.77,1,44
600,要,要,189.77,189.92,1,44
601,孤独,孤独,189.92,190.21,1,44
602,得,得,190.21,190.31,1,44
603,多,多,190.31,190.54,1,44
604,而,而,191.57,191.65,1,45
605,在,在,191.65,191.82,1,45
606,第二,第二,191.82,192.07,1,45
607,天,天,192.07,192.25,1,45
608,拂晓,拂晓,192.25,192.75,1,45
609,当,当,193.35,193.45,1,45
610,一,一,193.45,193.56,1,45
611,个,个,193.56,193.65,1,45
612,奇怪,奇怪,193.65,194.02,1,45
613,的,的,194.02,194.11,1,45
614,小,小,194.11,194.3,1,45
615,声音,声音,194.3,194.55,1,45
616,叫醒,叫醒,194.55,194.89,1,45
617,我,我,194.89,195.04,1,45
618,的,的,195.04,195.14,1,45
619,时候,时候,195.14,195.5,1,45
620,你们,你们,196.08,196.29,1,45
621,可以,可以,196.29,196.51,1,45
622,想见,想见,196.51,196.94,1,45
623,我,我,197.21,197.31,1,45
624,当时,当时,197.31,197.58,1,45
625,是,是,197.58,197.72,1,45
626,多么,多么,197.72,198.0,1,45
627,吃惊,吃惊,198.0,198.41,1,45
628,这,这,199.34,199.44,1,46
629,小小,小小,199.44,199.8,1,46
630,的,的,199.8,199.88,1,46
631,声音,声音,199.88,200.17,1,46
632,说道,说道,200.17,200.57,1,46
633,请,请,201.34,201.5,1,46
634,你,你,201.5,201.65,1,46
635,给,给,201.65,201.75,1,46
636,我,我,201.75,201.87,1,46
637,画,画,201.87,202.07,1,46
638,一,一,202.07,202.16,1,46
639,只,只,202.16,202.28,1,46
640,羊,羊,202.28,202.59,1,46
641,好,好,203.06,203.23,1,46
642,吗,吗,203.23,203.43,1,46
643,啊,啊,204.3,204.58,1,47
644,给,给,205.46,205.59,1,48
645,我,我,205.59,205.73,1,48
646,画,画,205.73,205.91,1,48
647,一,一,205.91,206.04,1,48
648,只,只,206.04,206.18,1,48
649,羊,羊,206.18,206.44,1,48
650,我,我,207.46,207.59,1,49
651,像,像,207.59,207.79,1,49
652,是,是,207.79,207.88,1,49
653,受到,受到,207.88,208.18,1,49
654,惊雷,惊雷,208.18,208.49,1,49
655,轰击,轰击,208.49,208.83,1,49
656,一般,一般,208.83,209.15,1,49
657,一下子,一下子,209.55,209.91,1,49
658,就,就,209.91,210.04,1,49
659,站立,站立,210.04,210.29,1,49
660,起来,起来,210.29,210.66,1,49
661,我,我,211.5,211.63,1,50
662,使劲,使劲,211.63,211.98,1,50
663,地,地,211.98,212.03,1,50
664,揉,揉,212.03,212.19,1,50
665,了,了,212.19,212.29,1,50
666,揉,揉,212.29,212.43,1,50
667,眼睛,眼睛,212.43,212.91,1,50
668,仔细,仔细,212.91,213.26,1,50
669,地,地,213.26,213.35,1,50
670,看,看,213.35,213.52,1,50
671,了,了,213.52,213.64,1,50
672,看,看,213.64,213.88,1,50
673,我,我,214.44,214.55,1,51
674,看见,看见,214.55,214.85,1,51
675,一个,一个,214.85,215.18,1,51
676,十分,十分,215.35,215.62,1,51
677,奇怪,奇怪,215.62,216.01,1,51
678,的,的,216.01,216.09,1,51
679,小家伙,小家伙,216.09,216.66,1,51
680,严肃,严肃,216.85,217.18,1,51
681,地,地,217.18,217.28,1,51
682,朝,朝,217.28,217.45,1,51
683,我,我,217.45,217.59,1,51
684,凝眸,凝眸,217.59,217.9,1,51
685,望,望,217.9,218.15,1,51
686,着,着,218.15,218.33,1,51
687,这,这,219.26,219.37,1,52
688,是,是,219.37,219.48,1,52
689,后来,后来,219.48,219.84,1,52
690,我,我,220.11,220.21,1,52
691,给,给,220.21,220.33,1,52
692,他,他,220.33,220.47,1,52
693,画,画,220.47,220.64,1,52
694,出来,出来,220.64,220.9,1,52
695,的,的,220.9,220.99,1,52
696,最,最,220.99,221.2,1,52
697,好,好,221.2,221.38,1,52
698,的,的,221.38,221.5,1,52
699,一,一,221.5,221.59,1,52
700,幅,幅,221.59,221.72,1,52
701,画像,画像,221.72,222.14,1,52
702,可是,可是,223.24,223.8,1,53
703,我,我,224.4,224.54,1,53
704,的,的,224.54,224.64,1,53
705,画,画,224.64,224.85,1,53
706,当然,当然,225.3,225.58,1,53
707,要,要,225.58,225.71,1,53
708,比,比,225.71,225.82,1,53
709,他,他,225.82,225.98,1,53
710,本人,本人,225.98,226.23,1,53
711,的,的,226.23,226.32,1,53
712,模样,模样,226.32,226.64,1,53
713,逊色,逊色,226.64,227.02,1,53
714,得,得,227.02,227.11,1,53
715,多,多,227.11,227.34,1,53
716,这,这,228.05,228.18,1,54
717,不是,不是,228.18,228.48,1,54
718,我,我,228.48,228.63,1,54
719,的,的,228.63,228.71,1,54
720,过错,过错,228.71,229.17,1,54
721,六,六,230.47,230.65,1,55
722,岁,岁,230.65,230.87,1,55
723,时,时,230.87,231.17,1,55
724,大人们,大人们,231.71,232.22,1,55
725,使,使,232.22,232.4,1,55
