,word,lemma,onset,offset,section,sentence_index
0,lorsque,lorsque,3.05,3.42,1,0
1,j',j',3.42,3.44,1,0
2,avais,avais,3.53,3.76,1,0
3,six,six,3.93,4.18,1,0
4,ans,ans,4.18,4.36,1,0
5,j',j',4.4,4.54,1,0
6,ai,ai,4.54,4.774013,1,0
7,vu,vu,4.859433,5.1498620000000015,1,0
8,une,une,5.1498620000000015,5.5,1,0
9,fois,fois,5.5,5.83,1,0
10,une,une,6.14,6.6,1,0
11,magnifique,magnifique,6.6,7.21,1,0
12,image,image,7.21,7.71,1,0
13,dans,dans,7.86,8.18,1,0
14,un,un,8.18,8.38,1,0
15,livre,livre,8.38,8.65,1,0
16,sur,sur,8.65,8.85,1,0
17,la,la,8.85,8.95,1,0
18,forêt,forêt,8.95,9.33,1,0
19,vierge,vierge,9.33,9.81,1,0
20,qui,qui,9.81,9.99,1,0
21,s',s',9.99,10.12,1,0
22,appelait,appelait,10.12,10.56,1,0
23,histoires,histoires,10.81,11.35,1,0
24,vécues,vécues,11.35,11.79,1,0
25,ça,ça,12.64,12.95,1,1
26,représentait,représentait,12.95,13.54,1,1
27,un,un,13.54,13.67,1,1
28,serpent,serpent,13.67,14.16,1,1
29,boa,boa,14.16,14.54,1,1
30,qui,qui,14.77,14.95,1,1
31,avalait,avalait,14.95,15.41,1,1
32,un,un,15.41,15.55,1,1
33,fauve,fauve,15.55,16.13,1,1
34,voilà,voilà,16.72,17.13,1,2
35,la,la,17.13,17.26,1,2
36,copie,copie,17.26,17.65,1,2
37,du,de,17.65,17.725,1,2
38,dessin,dessin,17.8,18.2,1,2
39,on,on,19.47,19.53,1,3
40,disait,disait,19.53,19.94,1,3
41,dans,dans,19.94,20.11,1,3
42,le,le,20.11,20.26,1,3
43,livre,livre,20.26,20.77,1,3
44,les,les,20.98,21.17,1,3
45,serpents,serpents,21.17,21.65,1,3
46,boas,boas,21.65,22.08,1,3
47,avalent,avalent,22.14,22.69,1,3
48,leur,leur,22.69,22.88,1,3
49,proie,proie,22.88,23.24,1,3
50,tout,tout,23.4,23.65,1,3
51,entière,entière,23.65,24.31,1,3
52,sans,sans,24.31,24.66,1,3
53,la,la,24.66,24.79,1,3
54,mâcher,mâcher,24.79,25.28,1,3
55,ensuite,ensuite,25.81,26.33,1,3
56,ils,ils,26.33,26.43,1,3
57,ne,ne,26.43,26.57,1,3
58,peuvent,peuvent,26.57,26.8,1,3
59,plus,plus,26.8,27.06,1,3
60,bouger,bouger,27.06,27.52424,1,3
61,et,et,27.704903,27.876058,1,4
62,ils,ils,27.876058,28.02,1,4
63,dorment,dorment,28.02,28.44,1,4
64,pendant,pendant,28.44,28.77,1,4
65,les,les,28.77,28.91,1,4
66,six,six,28.91,29.23,1,4
67,mois,mois,29.23,29.51,1,4
68,de,de,29.51,29.61,1,4
69,leur,leur,29.61,29.78,1,4
70,digestion,digestion,29.78,30.38,1,4
71,j',j',32.195161,32.340959999999995,1,5
72,ai,ai,32.340959999999995,32.442384999999994,1,5
73,alors,alors,32.442384999999994,32.8,1,5
74,beaucoup,beaucoup,32.8,33.41,1,5
75,réfléchi,réfléchi,33.41,34.08,1,5
76,sur,sur,34.08,34.25,1,5
77,les,les,34.25,34.47,1,5
78,aventures,aventures,34.47,34.97,1,5
79,de,de,34.97,35.09,1,5
80,la,la,35.09,35.23,1,5
81,jungle,jungle,35.23,35.71,1,5
82,et,et,36.23,36.4,1,6
83,à,à,36.6,36.73,1,6
84,mon,mon,36.73,36.93,1,6
85,tour,tour,36.93,37.27,1,6
86,j',j',37.48,37.62,1,6
87,ai,ai,37.62,37.74,1,6
88,réussi,réussi,37.74,38.31,1,6
89,avec,avec,38.52,38.84,1,6
90,un,un,38.84,38.94,1,6
91,crayon,crayon,38.94,39.31,1,6
92,de,de,39.31,39.44,1,6
93,couleur,couleur,39.44,40.03,1,6
94,à,à,40.47,40.6,1,6
95,tracer,tracer,40.6,41.13,1,6
96,mon,mon,41.13,41.32,1,6
97,premier,premier,41.36,41.85,1,6
98,dessin,dessin,41.85,42.2,1,6
99,mon,mon,42.79,43.01,1,6
100,dessin,dessin,43.01,43.43,1,6
101,numéro,numéro,43.43,43.92,1,6
102,1,1,44.02,44.19,1,6
103,il,il,44.92,45.08,1,7
104,était,était,45.08,45.4,1,7
105,comme,comme,45.4,45.69,1,7
106,ça,ça,45.69,45.95,1,7
107,j',j',47.49,47.58,1,8
108,ai,ai,47.58,47.73,1,8
109,montré,montré,47.73,48.1,1,8
110,mon,mon,48.1,48.21,1,8
111,chef,chef,48.21,48.51,1,8
112,-d',d',48.51,48.59,1,8
113,oeuvre,oeuvre,48.59,48.91,1,8
114,aux,à,48.91,48.97,1,8
115,grandes,grandes,49.03,49.33,1,8
116,personnes,personnes,49.37,50.0,1,8
117,et,et,50.33,50.35,1,9
118,je,je,50.35,50.5,1,9
119,leur,leur,50.5,50.76,1,9
120,ai,ai,50.76,50.83,1,9
121,demandé,demandé,50.83,51.26,1,9
122,si,si,51.26,51.43,1,9
123,mon,mon,51.43,51.57,1,9
124,dessin,dessin,51.57,51.96,1,9
125,leur,leur,51.96,52.12,1,9
126,faisait,faisait,52.12,52.48,1,9
127,peur,peur,52.48,52.92,1,9
128,elles,elles,54.32,54.51,1,10
129,m',m',54.51,54.56,1,10
130,ont,ont,54.67,54.69,1,10
131,répondu,répondu,54.69,55.32,1,10
132,pourquoi,pourquoi,55.81,56.3,1,10
133,un,un,56.3,56.43,1,10
134,chapeau,chapeau,56.43,56.82,1,10
135,ferait,ferait,56.82,57.2,1,10
136,-il,il,57.2,57.34,1,10
137,peur,peur,57.34,57.75,1,10
138,mon,mon,58.82,58.97,1,11
139,dessin,dessin,58.97,59.27,1,11
140,ne,ne,59.35,59.46,1,11
141,représentait,représentait,59.46,60.08,1,11
142,pas,pas,60.08,60.32,1,11
143,un,un,60.32,60.41,1,11
144,chapeau,chapeau,60.41,60.82,1,11
145,il,il,61.36,61.5,1,12
146,représentait,représentait,61.5,62.18,1,12
147,un,un,62.18,62.27,1,12
148,serpent,serpent,62.27,62.69,1,12
149,boa,boa,62.69,63.09,1,12
150,qui,qui,63.09,63.3,1,12
151,digérait,digérait,63.3,63.94,1,12
152,un,un,63.94,64.1,1,12
153,éléphant,éléphant,64.1,64.58,1,12
154,j',j',65.53,65.66,1,13
155,ai,ai,65.66,65.83,1,13
156,alors,alors,65.83,66.17,1,13
157,dessiné,dessiné,66.17,66.69,1,13
158,l',l',66.69,66.75,1,13
159,intérieur,intérieur,66.75,67.29,1,13
160,du,de,67.29,67.345,1,13
161,serpent,serpent,67.4,67.8,1,13
162,boa,boa,67.8,68.16,1,13
163,afin,afin,68.47,68.78,1,13
164,que,que,68.78,68.89,1,13
165,les,les,68.89,69.01,1,13
166,grandes,grandes,69.01,69.26,1,13
167,personnes,personnes,69.26,69.66,1,13
168,puissent,puissent,69.66,69.88,1,13
169,comprendre,comprendre,69.88,70.52,1,13
170,elles,elles,71.14,71.49,1,14
171,ont,ont,71.49,71.68,1,14
172,toujours,toujours,71.83,72.49,1,14
173,besoin,besoin,72.49,72.85,1,14
174,d',d',72.85,72.91,1,14
175,explications,explications,72.91,73.6,1,14
176,mon,mon,74.43,74.65,1,15
177,dessin,dessin,74.65,75.04,1,15
178,numéro,numéro,75.04,75.52,1,15
179,2,2,75.52,75.79,1,15
180,était,était,75.97,76.23,1,15
181,comme,comme,76.23,76.47,1,15
182,ça,ça,76.47,76.69,1,15
183,les,les,78.11,78.3,1,16
184,grandes,grandes,78.3,78.6,1,16
185,personnes,personnes,78.6,79.05,1,16
186,m',m',79.1,79.13,1,16
187,ont,ont,79.13,79.23,1,16
188,conseillé,conseillé,79.23,79.85,1,16
189,de,de,79.85,80.04,1,16
190,laisser,laisser,80.04,80.43,1,16
191,de,de,80.43,80.56,1,16
192,côté,côté,80.56,81.01,1,16
193,les,les,81.08,81.27,1,16
194,dessins,dessins,81.27,81.69,1,16
195,de,de,81.69,81.8,1,16
196,serpents,serpents,81.8,82.27,1,16
197,boas,boas,82.27,82.66,1,16
198,ouverts,ouverts,82.8,83.32,1,16
199,ou,ou,83.43,83.47,1,16
200,fermés,fermés,83.51,83.99,1,16
201,et,et,84.32,84.38,1,16
202,de,de,84.38,84.48,1,16
203,m',m',84.48,84.55,1,16
204,intéresser,intéresser,84.55,85.13,1,16
205,plutôt,plutôt,85.13,85.54,1,16
206,à,à,85.54,85.63,1,16
207,la,la,85.63,85.76,1,16
208,géographie,géographie,85.76,86.55,1,16
209,à,à,86.79,86.87,1,16
210,l',l',86.87,86.92,1,16
211,histoire,histoire,86.92,87.51,1,16
212,au,à,87.61,87.66,1,16
213,calcul,calcul,87.71,88.37,1,16
214,et,et,88.56,88.66,1,16
215,à,à,88.66,88.73,1,16
216,la,la,88.73,88.88,1,16
217,grammaire,grammaire,88.88,89.55,1,16
218,c',c',90.52,90.65,1,17
219,est,est,90.65,90.84,1,17
220,ainsi,ainsi,90.84,91.25,1,17
221,que,que,91.25,91.37,1,17
222,j',j',91.37,91.5,1,17
223,ai,ai,91.5,91.54,1,17
224,abandonné,abandonné,91.54,92.22,1,17
225,à,à,92.42,92.54,1,17
226,l',l',92.54,92.62,1,17
227,âge,âge,92.62,92.87,1,17
228,de,de,92.87,92.98,1,17
229,six,six,92.98,93.42,1,17
230,ans,ans,93.42,93.59,1,17
231,une,une,93.96,94.23,1,17
232,magnifique,magnifique,94.23,95.07,1,17
233,carrière,carrière,95.11,95.48,1,17
234,de,de,95.48,95.65,1,17
235,peintre,peintre,95.65,96.07,1,17
236,j',j',96.74,96.89,1,18
237,avais,avais,96.96,97.23,1,18
238,été,été,97.23,97.46,1,18
239,découragé,découragé,97.46,98.39,1,18
240,par,par,98.39,98.59,1,18
241,l',l',98.59,98.69,1,18
242,insuccès,insuccès,98.69,99.31,1,18
243,de,de,99.31,99.42,1,18
244,mon,mon,99.42,99.59,1,18
245,dessin,dessin,99.59,99.96,1,18
246,numéro,numéro,99.96,100.46,1,18
247,1,1,100.46,100.7,1,18
248,et,et,101.08,101.17,1,18
249,de,de,101.17,101.31,1,18
250,mon,mon,101.31,101.47,1,18
251,dessin,dessin,101.47,101.82,1,18
252,numéro,numéro,101.82,102.29,1,18
253,2,2,102.36,102.55,1,18
254,les,les,103.58,103.74,1,19
255,grandes,grandes,103.74,104.03,1,19
256,personnes,personnes,104.03,104.65,1,19
257,ne,ne,104.65,104.71,1,19
258,comprennent,comprennent,104.71,105.19,1,19
259,jamais,jamais,105.19,105.68,1,19
260,rien,rien,105.68,105.91,1,19
261,toutes,toutes,105.91,106.13,1,19
262,seules,seules,106.13,106.47,1,19
263,et,et,106.85,106.9,1,19
264,c',c',106.9,107.02,1,19
265,est,est,107.02,107.09,1,19
266,fatigant,fatigant,107.09,107.75,1,19
267,pour,pour,107.86,108.03,1,19
268,les,les,108.03,108.27,1,19
269,enfants,enfants,108.27,108.58,1,19
270,de,de,108.97,109.16,1,19
271,toujours,toujours,109.16,109.79,1,19
272,et,et,109.79,109.92,1,19
273,toujours,toujours,109.92,110.6,1,19
274,leur,leur,110.6,110.83,1,19
275,donner,donner,110.83,111.12,1,19
276,des,des,111.12,111.32,1,19
277,explications,explications,111.32,112.06,1,19
278,j',j',113.17,113.29,1,20
279,ai,ai,113.29,113.41,1,20
280,donc,donc,113.41,113.62,1,20
281,dû,dû,113.62,113.72,1,20
282,choisir,choisir,113.78,114.27,1,20
283,un,un,114.27,114.46,1,20
284,autre,autre,114.46,114.74,1,20
285,métier,métier,114.74,115.18,1,20
286,et,et,115.58,115.62,1,21
287,j',j',115.62,115.74,1,21
288,ai,ai,115.74,115.83,1,21
289,appris,appris,115.83,116.19,1,21
290,à,à,116.19,116.27,1,21
291,piloter,piloter,116.32,116.76,1,21
292,des,des,116.76,116.97,1,21
293,avions,avions,116.97,117.31,1,21
294,j',j',118.31,118.4,1,22
295,ai,ai,118.4,118.55,1,22
296,volé,volé,118.55,118.86,1,22
297,un,un,118.86,119.0,1,22
298,peu,peu,119.0,119.13,1,22
299,partout,partout,119.13,119.49,1,22
300,dans,dans,119.49,119.65,1,22
301,le,le,119.65,119.75,1,22
302,monde,monde,119.75,120.17,1,22
303,et,et,120.67,120.7,1,23
304,la,la,120.7,120.85,1,23
305,géographie,géographie,120.85,121.72,1,23
306,c',c',121.72,121.84,1,23
307,est,est,121.84,121.98,1,23
308,exact,exact,121.98,122.51,1,23
309,m',m',122.67,122.8,1,23
310,a,a,122.8,122.86,1,23
311,beaucoup,beaucoup,122.86,123.26,1,23
312,servi,servi,123.26,123.72,1,23
313,je,je,124.32,124.45,1,24
314,savais,savais,124.45,124.82,1,24
315,reconnaître,reconnaître,124.82,125.5,1,24
316,du,de,125.5,125.575,1,24
317,premier,premier,125.65,126.21,1,24
318,coup,coup,126.21,126.39,1,24
319,d',d',126.39,126.44,1,24
320,oeil,oeil,126.44,126.81,1,24
321,la,la,127.03,127.16,1,24
322,chine,chine,127.16,127.63,1,24
323,de,de,127.63,127.77,1,24
324,l',l',127.77,127.83,1,24
325,arizona,arizona,127.83,128.44,1,24
326,c',c',128.98,129.1,1,25
327,est,est,129.1,129.17,1,25
328,très,très,129.17,129.57,1,25
329,utile,utile,129.57,130.03,1,25
330,si,si,130.1,130.34,1,25
331,l',l',130.34,130.38,1,25
332,on,on,130.38,130.46,1,25
333,s',s',130.46,130.49,1,25
334,est,est,130.49,130.65,1,25
335,égaré,égaré,130.65,131.05,1,25
336,pendant,pendant,131.05,131.32,1,25
337,la,la,131.32,131.45,1,25
338,nuit,nuit,131.45,131.72,1,25
339,j',j',132.87,132.96,1,26
340,ai,ai,132.96,133.09,1,26
341,ainsi,ainsi,133.09,133.53,1,26
342,eu,eu,133.53,133.78,1,26
343,au,à,133.89,133.95499999999998,1,26
344,cours,cours,134.02,134.26,1,26
345,de,de,134.26,134.37,1,26
346,ma,ma,134.37,134.57,1,26
347,vie,vie,134.57,134.79,1,26
348,des,des,135.09,135.34,1,26
349,tas,tas,135.39,135.65,1,26
350,de,de,135.65,135.78,1,26
351,contacts,contacts,135.78,136.32,1,26
352,avec,avec,136.32,136.61,1,26
353,des,des,136.61,136.82,1,26
354,tas,tas,136.82,137.11,1,26
355,de,de,137.11,137.21,1,26
356,gens,gens,137.21,137.42,1,26
357,sérieux,sérieux,137.42,137.95,1,26
358,j',j',138.45,138.65,1,27
359,ai,ai,138.65,138.71,1,27
360,beaucoup,beaucoup,138.71,139.31,1,27
361,vécu,vécu,139.31,139.62,1,27
362,chez,chez,139.62,139.81,1,27
363,les,les,139.81,139.92,1,27
364,grandes,grandes,139.92,140.2,1,27
365,personnes,personnes,140.2,140.81,1,27
366,je,je,141.01,141.21,1,28
367,les,les,141.21,141.43,1,28
368,ai,ai,141.43,141.53,1,28
369,vues,vues,141.53,141.7,1,28
370,de,de,141.7,141.87,1,28
371,très,très,141.87,142.22,1,28
372,près,près,142.22,142.48,1,28
373,ça,ça,143.22,143.42,1,29
374,n',n',143.42,143.49,1,29
375,a,a,143.49,143.64,1,29
376,pas,pas,143.75,143.91,1,29
377,trop,trop,143.91,144.2,1,29
378,amélioré,amélioré,144.2,144.72,1,29
379,mon,mon,144.72,144.91,1,29
380,opinion,opinion,144.91,145.38,1,29
381,quand,quand,146.51,146.69,1,30
382,j',j',146.69,146.78,1,30
383,en,en,146.78,146.92,1,30
384,rencontrais,rencontrais,146.92,147.79,1,30
385,une,une,147.79,147.98,1,30
386,qui,qui,147.98,148.18,1,30
387,me,me,148.18,148.34,1,30
388,paraissait,paraissait,148.34,148.92,1,30
389,un,un,148.92,149.14,1,30
390,peu,peu,149.14,149.35,1,30
391,lucide,lucide,149.35,149.95,1,30
392,je,je,150.27,150.47,1,30
393,faisais,faisais,150.47,150.83,1,30
394,l',l',150.83,150.9,1,30
395,expérience,expérience,150.9,151.63,1,30
396,sur,sur,151.63,151.8,1,30
397,elle,elle,151.8,152.03,1,30
398,de,de,152.03,152.14,1,30
399,mon,mon,152.14,152.29,1,30
400,dessin,dessin,152.29,152.63,1,30
401,numéro,numéro,152.63,153.05,1,30
402,1,1,153.12,153.36,1,30
403,que,que,153.69,153.8,1,30
404,j',j',153.8,153.96,1,30
405,ai,ai,153.96,154.09,1,30
406,toujours,toujours,154.22,154.8,1,30
407,conservé,conservé,154.8,155.46,1,30
408,je,je,156.11,156.31,1,31
409,voulais,voulais,156.31,156.56,1,31
410,savoir,savoir,156.56,157.01,1,31
411,si,si,157.01,157.18,1,31
412,elle,elle,157.18,157.3,1,31
413,était,était,157.3,157.57,1,31
414,vraiment,vraiment,157.57,158.08,1,31
415,compréhensive,compréhensive,158.08,159.02,1,31
416,mais,mais,159.84,160.16,1,31
417,toujours,toujours,160.16,160.85,1,31
418,elle,elle,160.93,161.09,1,31
419,me,me,161.09,161.2,1,31
420,répondait,répondait,161.2,161.78,1,31
421,c',c',162.4,162.51,1,31
422,est,est,162.51,162.66,1,31
423,un,un,162.66,162.71,1,31
424,chapeau,chapeau,162.71,163.18,1,31
425,alors,alors,164.37,165.11,1,32
426,je,je,165.11,165.14,1,32
427,ne,ne,165.14,165.17,1,32
428,lui,lui,165.17,165.4,1,32
429,parlais,parlais,165.4,165.76,1,32
430,ni,ni,165.76,166.04,1,32
431,de,de,166.04,166.16,1,32
432,serpents,serpents,166.16,166.57,1,32
433,boas,boas,166.57,166.99,1,32
434,ni,ni,167.29,167.51,1,32
435,de,de,167.51,167.62,1,32
436,forêts,forêts,167.62,167.96,1,32
437,vierges,vierges,167.96,168.47,1,32
438,ni,ni,168.73,168.95,1,32
439,d',d',168.95,169.0,1,32
440,étoiles,étoiles,169.0,169.56,1,32
441,je,je,170.18,170.38,1,33
442,me,me,170.38,170.61,1,33
443,mettais,mettais,170.61,170.94,1,33
444,à,à,170.94,171.01,1,33
445,sa,sa,171.01,171.2,1,33
446,portée,portée,171.2,171.68,1,33
447,je,je,172.17,172.35,1,34
448,lui,lui,172.35,172.49,1,34
449,parlais,parlais,172.49,172.77,1,34
450,de,de,172.77,172.89,1,34
451,bridge,bridge,172.89,173.37,1,34
452,de,de,173.62,173.8,1,34
453,golf,golf,173.8,174.35,1,34
454,de,de,174.47,174.6,1,34
455,politique,politique,174.6,175.2,1,34
456,et,et,175.43,175.47,1,34
457,de,de,175.47,175.6,1,34
458,cravates,cravates,175.6,176.27,1,34
459,et,et,177.09,177.14,1,35
460,la,la,177.14,177.28,1,35
461,grande,grande,177.28,177.55,1,35
462,personne,personne,177.55,178.06,1,35
463,était,était,178.15,178.35,1,35
464,bien,bien,178.35,178.65,1,35
465,contente,contente,178.65,179.21,1,35
466,de,de,179.21,179.24,1,35
467,connaître,connaître,179.24,179.64,1,35
468,un,un,179.64,179.78,1,35
469,homme,homme,179.78,180.0,1,35
470,aussi,aussi,180.15,180.66,1,35
471,raisonnable,raisonnable,180.66,181.43,1,35
472,j',j',184.59,184.63,1,36
473,ai,ai,184.76,184.83,1,36
474,ainsi,ainsi,184.93,185.23,1,36
475,vécu,vécu,185.31,185.62,1,36
476,seul,seul,185.78,186.2,1,36
477,sans,sans,186.4,186.68,1,37
478,personne,personne,186.72,187.3,1,37
479,avec,avec,187.3,187.62,1,37
480,qui,qui,187.62,187.7,1,37
481,parler,parler,187.7,188.08,1,37
482,véritablement,véritablement,188.08,188.96,1,37
483,jusqu',jusqu,189.28,189.88,1,38
484,à,à,189.88,189.98,1,38
485,une,une,189.98,190.22,1,38
486,panne,panne,190.22,190.5,1,38
487,dans,dans,190.5,190.69,1,38
488,le,le,190.69,190.81,1,38
489,désert,désert,190.81,191.24,1,38
490,du,de,191.24,191.295,1,38
491,sahara,sahara,191.35,191.99,1,38
492,il,il,192.21,192.33,1,38
493,y,y,192.33,192.51,1,38
494,a,a,192.51,192.6,1,38
495,six,six,192.6,193.03,1,38
496,ans,ans,193.03,193.13,1,38
497,quelque,quelque,194.07,194.39,1,39
498,chose,chose,194.39,194.7,1,39
499,s',s',194.7,194.74,1,39
500,était,était,194.81,195.04,1,39
501,cassé,cassé,195.04,195.46,1,39
502,dans,dans,195.46,195.59,1,39
503,mon,mon,195.59,195.72,1,39
504,moteur,moteur,195.72,196.31,1,39
505,et,et,196.85,196.97,1,40
506,comme,comme,196.97,197.23,1,40
507,je,je,197.23,197.37,1,40
508,n',n',197.37,197.43,1,40
509,avais,avais,197.43,197.71,1,40
510,avec,avec,197.71,198.0,1,40
511,moi,moi,198.0,198.25,1,40
512,ni,ni,198.25,198.54,1,40
513,mécanicien,mécanicien,198.54,199.47,1,40
514,ni,ni,199.73,200.02,1,40
515,passagers,passagers,200.02,200.67,1,40
516,je,je,201.08,201.25,1,40
517,me,me,201.25,201.36,1,40
518,préparai,préparai,201.42,201.94,1,40
519,à,à,201.94,202.03,1,40
520,essayer,essayer,202.03,202.5,1,40
521,de,de,202.5,202.66,1,40
522,réussir,réussir,202.66,203.38,1,40
523,tout,tout,203.59,203.75,1,40
524,seul,seul,203.75,204.18,1,40
525,une,une,204.6,204.8,1,40
526,réparation,réparation,204.8,205.63,1,40
527,difficile,difficile,205.63,206.36,1,40
528,c',c',207.21,207.28,1,41
529,était,était,207.28,207.62,1,41
530,pour,pour,207.62,207.8,1,41
531,moi,moi,207.8,208.06,1,41
532,une,une,208.06,208.26,1,41
533,question,question,208.26,208.75,1,41
534,de,de,208.75,208.97,1,41
535,vie,vie,209.08,209.27,1,41
536,ou,ou,209.27,209.39,1,41
537,de,de,209.39,209.54,1,41
538,mort,mort,209.54,209.96,1,41
539,j',j',210.4,210.53,1,42
540,avais,avais,210.53,210.8,1,42
541,à,à,210.85,211.01,1,42
542,peine,peine,211.01,211.36,1,42
543,de,de,211.36,211.49,1,42
544,l',l',211.49,211.56,1,42
545,eau,eau,211.56,211.7,1,42
546,à,à,211.7,211.8,1,42
547,boire,boire,211.8,212.17,1,42
548,pour,pour,212.22,212.47,1,42
549,huit,huit,212.47,212.78,1,42
550,jours,jours,212.78,213.23,1,42
551,le,le,214.17,214.34,1,43
552,premier,premier,214.34,214.69,1,43
553,soir,soir,214.69,215.17,1,43
554,je,je,215.17,215.33,1,43
555,me,me,215.33,215.43,1,43
556,suis,suis,215.43,215.66,1,43
557,donc,donc,215.66,215.95,1,43
558,endormi,endormi,215.95,216.51,1,43
559,sur,sur,216.51,216.73,1,43
560,le,le,216.73,216.85,1,43
561,sable,sable,216.85,217.41,1,43
562,à,à,217.54,217.68,1,43
563,mille,mille,217.68,218.07,1,43
564,milles,milles,218.07,218.51,1,43
565,de,de,218.51,218.65,1,43
566,toute,toute,218.65,219.01,1,43
567,terre,terre,219.01,219.34,1,43
568,habitée,habitée,219.34,219.85,1,43
569,j',j',220.53,220.59,1,44
570,étais,étais,220.59,220.97,1,44
571,bien,bien,220.97,221.36,1,44
572,plus,plus,221.36,221.62,1,44
573,isolé,isolé,221.62,222.07,1,44
574,qu',qu',222.07,222.17,1,44
575,un,un,222.17,222.25,1,44
576,naufragé,naufragé,222.25,222.86,1,44
577,sur,sur,222.86,223.08,1,44
578,un,un,223.08,223.22,1,44
579,radeau,radeau,223.22,223.68,1,44
580,au,à,223.68,223.69,1,44
581,milieu,milieu,223.7,224.0,1,44
582,de,de,224.0,224.11,1,44
583,l',l',224.11,224.15,1,44
584,océan,océan,224.15,224.61,1,44
585,alors,alors,225.44,225.98,1,45
586,vous,vous,226.06,226.24,1,45
587,imaginez,imaginez,226.24,226.83,1,45
588,ma,ma,226.83,226.99,1,45
589,surprise,surprise,226.99,227.75,1,45
590,au,à,228.17,228.245,1,45
591,lever,lever,228.32,228.64,1,45
592,du,de,228.64,228.705,1,45
593,jour,jour,228.77,229.24,1,45
594,quand,quand,229.67,229.89,1,45
595,une,une,229.89,230.1,1,45
596,drôle,drôle,230.1,230.53,1,45
597,de,de,230.53,230.68,1,45
598,petite,petite,230.68,231.06,1,45
599,voix,voix,231.06,231.29,1,45
600,m',m',231.49,231.59,1,45
601,a,a,231.59,231.68,1,45
602,réveillé,réveillé,231.68,232.35,1,45
603,elle,elle,233.2,233.42,1,46
604,disait,disait,233.42,233.93,1,46
605,s',s',234.59,234.77,1,46
606,il,il,234.77,234.9,1,46
607,vous,vous,234.94,235.08,1,46
608,plaît,plaît,235.08,235.48,1,46
609,dessine,dessine,235.86,236.27,1,46
610,-moi,moi,236.27,236.38,1,46
611,un,un,236.38,236.55,1,46
612,mouton,mouton,236.55,237.07,1,46
613,hein,hein,238.01,238.42,1,47
614,dessine,dessine,239.6,240.05,1,48
615,-moi,moi,240.05,240.39,1,48
616,un,un,240.39,240.44,1,48
617,mouton,mouton,240.44,240.93,1,48
618,j',j',242.02,242.11,1,49
619,ai,ai,242.11,242.23,1,49
620,sauté,sauté,242.23,242.73,1,49
621,sur,sur,242.73,242.96,1,49
622,mes,mes,242.96,243.1,1,49
623,pieds,pieds,243.1,243.29,1,49
624,comme,comme,243.29,243.51,1,49
625,si,si,243.51,243.64,1,49
626,j',j',243.64,243.74,1,49
627,avais,avais,243.74,243.93,1,49
628,été,été,243.93,244.23,1,49
629,frappé,frappé,244.23,244.85,1,49
630,par,par,244.85,244.98,1,49
631,la,la,244.98,245.13,1,49
632,foudre,foudre,245.13,245.62,1,49
633,j',j',246.1,246.23,1,50
634,ai,ai,246.23,246.39,1,50
635,bien,bien,246.39,246.73,1,50
636,frotté,frotté,246.73,247.14,1,50
637,mes,mes,247.14,247.42,1,50
638,yeux,yeux,247.42,247.61,1,50
639,j',j',247.92,248.06,1,51
640,ai,ai,248.06,248.19,1,51
641,bien,bien,248.19,248.57,1,51
642,regardé,regardé,248.57,249.18,1,51
643,et,et,249.73,249.82,1,51
644,j',j',249.82,250.02,1,51
645,ai,ai,250.02,250.14,1,51
646,vu,vu,250.14,250.42,1,51
647,un,un,250.56,250.77,1,51
648,petit,petit,250.77,251.23,1,51
649,bonhomme,bonhomme,251.23,251.7,1,51
650,tout,tout,251.87,252.18,1,51
651,à,à,252.18,252.28,1,51
652,fait,fait,252.28,252.61,1,51
653,extraordinaire,extraordinaire,252.61,253.86,1,51
654,qui,qui,254.0,254.15,1,51
655,me,me,254.15,254.32,1,51
656,considérait,considérait,254.32,255.03,1,51
657,gravement,gravement,255.03,255.73,1,51
658,voilà,voilà,256.53,257.01,1,52
659,le,le,257.01,257.23,1,52
660,meilleur,meilleur,257.23,257.65,1,52
661,portrait,portrait,257.65,258.12,1,52
662,que,que,258.12,258.45,1,52
663,plus,plus,258.67,258.9,1,52
664,tard,tard,258.9,259.39,1,52
665,j',j',259.48,259.59,1,52
666,ai,ai,259.59,259.68,1,52
667,réussi,réussi,259.68,260.19,1,52
668,à,à,260.19,260.26,1,52
669,faire,faire,260.26,260.46,1,52
670,de,de,260.46,260.59,1,52
671,lui,lui,260.59,260.87,1,52
672,mais,mais,261.55,261.75,1,53
673,mon,mon,261.75,261.91,1,53
674,dessin,dessin,261.91,262.31,1,53
675,bien,bien,262.31,262.53,1,53
676,sûr,sûr,262.53,262.97,1,53
677,est,est,263.28,263.43,1,53
678,beaucoup,beaucoup,263.43,263.89,1,53
679,moins,moins,263.89,264.13,1,53
680,ravissant,ravissant,264.13,264.75,1,53
681,que,que,264.75,264.85,1,53
682,le,le,264.85,264.99,1,53
683,modèle,modèle,264.99,265.44,1,53
684,ce,ce,266.44,266.52,1,54
685,n',n',266.57,266.6,1,54
686,est,est,266.6,266.7,1,54
687,pas,pas,266.7,266.83,1,54
688,ma,ma,266.83,266.98,1,54
689,faute,faute,266.98,267.43,1,54
690,j',j',267.87,267.98,1,55
691,avais,avais,267.98,268.16,1,55
692,été,été,268.16,268.44,1,55
693,découragé,découragé,268.44,269.09,1,55
694,dans,dans,269.09,269.25,1,55
695,ma,ma,269.25,269.35,1,55
