,word,lemma,onset,offset,section,sentence_index
3357,soleil,soleil,636.74,637.31,2,297
3358,le,le,638.35,638.5,2,298
3359,jour,jour,638.54,638.82,2,298
3360,des,des,638.82,638.94,2,298
3361,quarante,quarante,638.94,639.26,2,298
3362,-quatre,quatre,639.26,639.54,2,298
3363,fois,fois,639.54,639.82,2,298
3364,tu,tu,639.82,639.97,2,298
3365,étais,étais,639.97,640.14,2,298
3366,donc,donc,640.14,640.41,2,298
3367,tellement,tellement,640.41,640.8,2,298
3368,triste,triste,640.8,641.34,2,298
3369,mais,mais,642.1,642.301167,2,299
3370,le,le,642.301167,642.45,2,299
3371,petit,petit,642.45,642.7,2,299
3372,prince,prince,642.7,643.13,2,299
3373,ne,ne,643.13,643.23,2,299
3374,répondit,répondit,643.23,643.75,2,299
3375,pas,pas,643.75,643.9,2,299
3376,le,le,3.06,3.08,3,300
3377,cinquième,cinquième,3.27,3.65,3,300
3378,jour,jour,3.71,4.0,3,300
3379,toujours,toujours,4.4,4.76,3,300
3380,grâce,grâce,4.82,5.03,3,300
3381,au,à,5.09,5.115,3,300
3382,mouton,mouton,5.21,5.52,3,300
3383,ce,ce,5.96,6.08,3,300
3384,secret,secret,6.14,6.51,3,300
3385,de,de,6.57,6.64,3,300
3386,la,la,6.7,6.8,3,300
3387,vie,vie,6.86,7.0,3,300
3388,du,de,7.06,7.09,3,300
3389,petit,petit,7.18,7.41,3,300
3390,prince,prince,7.48,7.91,3,300
3391,me,me,7.97,8.06,3,300
3392,fut,fut,8.06,8.29,3,300
3393,révélé,révélé,8.29,8.87,3,300
3394,il,il,9.65,9.89,3,301
3395,me,me,9.89,10.06,3,301
3396,demanda,demanda,10.13,10.68,3,301
3397,avec,avec,10.68,10.92,3,301
3398,brusquerie,brusquerie,10.92,11.62,3,301
3399,sans,sans,11.81,12.09,3,301
3400,préambule,préambule,12.09,12.78,3,301
3401,comme,comme,12.98,13.2,3,301
3402,le,le,13.2,13.4,3,301
3403,fruit,fruit,13.4,13.7,3,301
3404,d',d',13.7,13.76,3,301
3405,un,un,13.76,13.88,3,301
3406,problème,problème,13.88,14.38,3,301
3407,longtemps,longtemps,14.38,14.95,3,301
3408,médité,médité,14.95,15.49,3,301
3409,en,en,15.49,15.6,3,301
3410,silence,silence,15.6,16.35,3,301
3411,un,un,17.17,17.28,3,302
3412,mouton,mouton,17.28,17.67,3,302
3413,s',s',17.9,18.03,3,302
3414,il,il,18.03,18.15,3,302
3415,mange,mange,18.15,18.41,3,302
3416,les,les,18.41,18.54,3,302
3417,arbustes,arbustes,18.54,19.1,3,302
3418,il,il,19.44,19.61,3,302
3419,mange,mange,19.61,19.8,3,302
3420,aussi,aussi,19.8,20.01,3,302
3421,les,les,20.01,20.12,3,302
3422,fleurs,fleurs,20.12,20.52,3,302
3423,un,un,21.35,21.52,3,303
3424,mouton,mouton,21.52,21.91,3,303
3425,mange,mange,21.91,22.19,3,303
3426,tout,tout,22.19,22.37,3,303
3427,ce,ce,22.37,22.53,3,303
3428,qu',qu',22.53,22.61,3,303
3429,il,il,22.61,22.69,3,303
3430,rencontre,rencontre,22.69,23.28,3,303
3431,même,même,24.33,24.53,3,304
3432,les,les,24.53,24.63,3,304
3433,fleurs,fleurs,24.63,24.95,3,304
3434,qui,qui,24.95,25.07,3,304
3435,ont,ont,25.07,25.15,3,304
3436,des,des,25.15,25.46,3,304
3437,épines,épines,25.46,25.78,3,304
3438,oui,oui,26.71,27.06,3,305
3439,même,même,27.35,27.52,3,305
3440,les,les,27.52,27.66,3,305
3441,fleurs,fleurs,27.71,27.95,3,305
3442,qui,qui,27.95,28.07,3,305
3443,ont,ont,28.07,28.16,3,305
3444,des,des,28.16,28.45,3,305
3445,épines,épines,28.45,28.76,3,305
3446,alors,alors,29.86,30.14,3,306
3447,les,les,30.14,30.48,3,306
3448,épines,épines,30.48,30.84,3,306
3449,à,à,31.07,31.17,3,306
3450,quoi,quoi,31.17,31.33,3,306
3451,servent,servent,31.33,31.76,3,306
3452,-elles,elles,31.76,32.09,3,306
3453,je,je,33.28,33.41,3,307
3454,ne,ne,33.45,33.47,3,307
3455,le,le,33.47,33.5,3,307
3456,savais,savais,33.61,34.02,3,307
3457,pas,pas,34.02,34.21,3,307
3458,j',j',34.86,34.97,3,308
3459,étais,étais,34.97,35.3,3,308
3460,alors,alors,35.3,35.68,3,308
3461,très,très,35.68,36.08,3,308
3462,occupé,occupé,36.08,36.62,3,308
3463,à,à,36.69,36.85,3,308
3464,essayer,essayer,36.85,37.25,3,308
3465,de,de,37.25,37.4,3,308
3466,dévisser,dévisser,37.4,37.93,3,308
3467,un,un,37.93,38.01,3,308
3468,boulon,boulon,38.01,38.4,3,308
3469,trop,trop,38.4,38.66,3,308
3470,serré,serré,38.66,39.06,3,308
3471,de,de,39.06,39.17,3,308
3472,mon,mon,39.17,39.31,3,308
3473,moteur,moteur,39.31,39.89,3,308
3474,j',j',40.66,40.77,3,309
3475,étais,étais,40.77,41.05,3,309
3476,très,très,41.05,41.37,3,309
3477,soucieux,soucieux,41.37,41.92,3,309
3478,car,car,42.27,42.44,3,309
3479,ma,ma,42.44,42.64,3,309
3480,panne,panne,42.64,42.98,3,309
3481,commençait,commençait,42.98,43.46,3,309
3482,de,de,43.46,43.58,3,309
3483,m',m',43.58,43.65,3,309
3484,apparaître,apparaître,43.65,44.21,3,309
3485,comme,comme,44.21,44.47,3,309
3486,très,très,44.47,44.76,3,309
3487,grave,grave,44.76,45.32,3,309
3488,et,et,45.63,45.72,3,310
3489,l',l',45.72,45.77,3,310
3490,eau,eau,45.77,45.92,3,310
3491,à,à,45.92,46.02,3,310
3492,boire,boire,46.02,46.4,3,310
3493,qui,qui,46.4,46.58,3,310
3494,s',s',46.58,46.73,3,310
3495,épuisait,épuisait,46.73,47.3,3,310
3496,me,me,47.5,47.69,3,311
3497,faisait,faisait,47.69,47.99,3,311
3498,craindre,craindre,47.99,48.45,3,311
3499,le,le,48.45,48.54,3,311
3500,pire,pire,48.54,49.1,3,311
3501,les,les,49.88,50.32,3,312
3502,épines,épines,50.32,50.77,3,312
3503,à,à,50.84,50.97,3,312
3504,quoi,quoi,50.97,51.12,3,312
3505,servent,servent,51.12,51.61,3,312
3506,-elles,elles,51.61,51.94,3,312
3507,le,le,52.75,52.89,3,313
3508,petit,petit,52.89,53.18,3,313
3509,prince,prince,53.18,53.58,3,313
3510,ne,ne,53.58,53.72,3,313
3511,renonçait,renonçait,53.72,54.25,3,313
3512,jamais,jamais,54.25,54.9,3,313
3513,à,à,54.9,54.97,3,313
3514,une,une,54.97,55.13,3,313
3515,question,question,55.13,55.6,3,313
3516,une,une,55.78,55.94,3,313
3517,fois,fois,55.94,56.14,3,313
3518,qu',qu',56.14,56.26,3,313
3519,il,il,56.26,56.45,3,313
3520,l',l',56.45,56.47,3,313
3521,avait,avait,56.47,56.69,3,313
3522,posée,posée,56.69,57.14,3,313
3523,j',j',57.88,57.97,3,314
3524,étais,étais,57.97,58.18,3,314
3525,irrité,irrité,58.18,58.7,3,314
3526,par,par,58.7,58.85,3,314
3527,mon,mon,58.85,58.97,3,314
3528,boulon,boulon,58.97,59.32,3,314
3529,et,et,59.59,59.63,3,315
3530,je,je,59.63,59.72,3,315
3531,répondis,répondis,59.72,60.24,3,315
3532,n',n',60.24,60.33,3,315
3533,importe,importe,60.33,60.73,3,315
3534,quoi,quoi,60.73,60.95,3,315
3535,les,les,61.46,61.81,3,316
3536,épines,épines,61.81,62.11,3,316
3537,ça,ça,62.11,62.28,3,316
3538,ne,ne,62.28,62.35,3,316
3539,sert,sert,62.35,62.58,3,316
3540,à,à,62.58,62.62,3,316
3541,rien,rien,62.62,62.97,3,316
3542,c',c',63.23,63.36,3,317
3543,est,est,63.36,63.41,3,317
3544,de,de,63.41,63.52,3,317
3545,la,la,63.52,63.69,3,317
3546,pure,pure,63.69,63.92,3,317
3547,méchanceté,méchanceté,63.92,64.44,3,317
3548,de,de,64.44,64.53,3,317
3549,la,la,64.53,64.67,3,317
3550,part,part,64.67,64.85,3,317
3551,des,des,64.85,64.95,3,317
3552,fleurs,fleurs,64.95,65.48,3,317
3553,oh,oh,66.45,66.8,3,318
3554,mais,mais,67.78,68.07,3,319
3555,après,après,68.07,68.37,3,319
3556,un,un,68.37,68.4,3,319
3557,silence,silence,68.44,69.02,3,319
3558,il,il,69.02,69.25,3,319
3559,me,me,69.25,69.36,3,319
3560,lança,lança,69.36,69.79,3,319
3561,avec,avec,70.09,70.41,3,319
3562,une,une,70.41,70.62,3,319
3563,sorte,sorte,70.62,71.04,3,319
3564,de,de,71.04,71.17,3,319
3565,rancune,rancune,71.17,71.79,3,319
3566,je,je,72.64,72.81,3,320
3567,ne,ne,72.81,72.92,3,320
3568,te,te,72.92,73.04,3,320
3569,crois,crois,73.04,73.28,3,320
3570,pas,pas,73.28,73.49,3,320
3571,les,les,74.06,74.25,3,321
3572,fleurs,fleurs,74.25,74.56,3,321
3573,sont,sont,74.56,74.71,3,321
3574,faibles,faibles,74.71,75.25,3,321
3575,elles,elles,75.51,75.69,3,322
3576,sont,sont,75.69,75.88,3,322
3577,naïves,naïves,75.88,76.4,3,322
3578,elles,elles,76.83,76.99,3,323
3579,se,se,76.99,77.1,3,323
3580,rassurent,rassurent,77.1,77.54,3,323
3581,comme,comme,77.54,77.74,3,323
3582,elles,elles,77.74,77.88,3,323
3583,peuvent,peuvent,77.88,78.32,3,323
3584,elles,elles,78.98,79.07,3,324
3585,se,se,79.07,79.25,3,324
3586,croient,croient,79.25,79.45,3,324
3587,terribles,terribles,79.45,79.93,3,324
3588,avec,avec,79.93,80.14,3,324
3589,leurs,leurs,80.14,80.36,3,324
3590,épines,épines,80.36,80.85,3,324
3591,je,je,81.97,82.18,3,325
3592,ne,ne,82.18,82.22,3,325
3593,répondis,répondis,82.29,82.75,3,325
3594,rien,rien,82.75,83.09,3,325
3595,à,à,83.68,83.79,3,326
3596,cet,cet,83.79,84.02,3,326
3597,instant,instant,84.02,84.29,3,326
3598,-là,là,84.29,84.49,3,326
3599,je,je,84.49,84.63,3,326
3600,me,me,84.63,84.76,3,326
3601,disais,disais,84.76,85.18,3,326
3602,si,si,85.64,85.88,3,326
3603,ce,ce,85.88,86.09,3,326
3604,boulon,boulon,86.09,86.56,3,326
3605,résiste,résiste,86.56,87.01,3,326
3606,encore,encore,87.01,87.47,3,326
3607,je,je,87.99,88.14,3,326
3608,le,le,88.14,88.29,3,326
3609,ferai,ferai,88.29,88.61,3,326
3610,sauter,sauter,88.61,89.2,3,326
3611,d',d',89.2,89.24,3,326
3612,un,un,89.24,89.36,3,326
3613,coup,coup,89.41,89.55,3,326
3614,de,de,89.55,89.66,3,326
3615,marteau,marteau,89.66,90.07,3,326
3616,le,le,91.32,91.43,3,327
3617,petit,petit,91.43,91.79,3,327
3618,prince,prince,91.79,92.16,3,327
3619,dérangea,dérangea,92.16,92.66,3,327
3620,de,de,92.66,92.79,3,327
3621,nouveau,nouveau,92.79,93.13,3,327
3622,mes,mes,93.13,93.26,3,327
3623,réflexions,réflexions,93.26,93.87,3,327
3624,et,et,94.999353,95.119155,3,328
3625,tu,tu,95.119155,95.28,3,328
3626,crois,crois,95.28,95.62,3,328
3627,toi,toi,95.62,96.01,3,328
3628,que,que,96.07,96.17,3,328
3629,les,les,96.17,96.31,3,328
3630,fleurs,fleurs,96.31,96.76,3,328
3631,mais,mais,97.2,97.35,3,329
3632,non,non,97.35,97.65,3,329
3633,mais,mais,97.87,98.09,3,329
3634,non,non,98.09,98.42,3,329
3635,je,je,98.5,98.69,3,330
3636,ne,ne,98.69,98.78,3,330
3637,crois,crois,98.78,99.01,3,330
3638,rien,rien,99.01,99.32,3,330
3639,j',j',99.63,99.76,3,331
3640,ai,ai,99.76,99.79,3,331
3641,répondu,répondu,99.79,100.21,3,331
3642,n',n',100.21,100.28,3,331
3643,importe,importe,100.28,100.68,3,331
3644,quoi,quoi,100.68,100.88,3,331
3645,je,je,101.35,101.52,3,332
3646,m',m',101.52,101.58,3,332
3647,occupe,occupe,101.58,101.97,3,332
3648,moi,moi,101.97,102.27,3,332
3649,de,de,102.27,102.39,3,332
3650,choses,choses,102.39,102.68,3,332
3651,sérieuses,sérieuses,102.68,103.31,3,332
3652,il,il,104.34,104.54,3,333
3653,me,me,104.54,104.64,3,333
3654,regarda,regarda,104.64,105.19,3,333
3655,stupéfait,stupéfait,105.19,105.95,3,333
3656,de,de,106.72,106.83,3,334
3657,choses,choses,106.93,107.36,3,334
3658,sérieuses,sérieuses,107.6,108.4,3,334
3659,il,il,109.57,109.8,3,335
3660,me,me,109.8,109.86,3,335
3661,voyait,voyait,109.98,110.19,3,335
3662,mon,mon,110.19,110.4,3,335
3663,marteau,marteau,110.51,111.05,3,335
3664,à,à,111.05,111.15,3,335
3665,la,la,111.15,111.3,3,335
3666,main,main,111.3,111.5,3,335
3667,et,et,111.9,111.95,3,335
3668,les,les,111.95,112.1,3,335
3669,doigts,doigts,112.1,112.38,3,335
3670,noirs,noirs,112.38,112.86,3,335
3671,de,de,112.86,113.0,3,335
3672,cambouis,cambouis,113.0,113.46,3,335
3673,penché,penché,113.85,114.3,3,335
3674,sur,sur,114.3,114.52,3,335
3675,un,un,114.52,114.66,3,335
3676,objet,objet,114.66,114.97,3,335
3677,qui,qui,114.97,115.15,3,335
3678,lui,lui,115.15,115.25,3,335
3679,semblait,semblait,115.25,115.68,3,335
3680,très,très,115.68,115.95,3,335
3681,laid,laid,115.95,116.17,3,335
3682,tu,tu,117.46,117.63,3,336
3683,parles,parles,117.63,117.86,3,336
3684,comme,comme,117.86,118.02,3,336
3685,les,les,118.02,118.1,3,336
3686,grandes,grandes,118.1,118.31,3,336
3687,personnes,personnes,118.31,118.91,3,336
3688,ça,ça,119.76,119.94,3,337
3689,me,me,119.94,120.09,3,337
3690,fit,fit,120.09,120.26,3,337
3691,un,un,120.26,120.41,3,337
3692,peu,peu,120.41,120.55,3,337
3693,honte,honte,120.55,120.92,3,337
3694,mais,mais,121.4,121.77,3,338
3695,impitoyable,impitoyable,121.88,122.82,3,338
3696,il,il,123.0,123.17,3,338
3697,ajouta,ajouta,123.17,123.69,3,338
3698,tu,tu,124.17,124.34,3,339
3699,confonds,confonds,124.34,124.73,3,339
3700,tout,tout,124.73,125.17,3,339
3701,tu,tu,125.22,125.43,3,340
3702,mélanges,mélanges,125.43,125.92,3,340
3703,tout,tout,125.92,126.23,3,340
3704,il,il,127.15,127.22,3,341
3705,était,était,127.22,127.62,3,341
3706,vraiment,vraiment,127.62,127.97,3,341
3707,très,très,127.97,128.29,3,341
3708,irrité,irrité,128.29,128.78,3,341
3709,il,il,129.48,129.65,3,342
3710,secouait,secouait,129.65,130.23,3,342
3711,au,à,130.23,130.28,3,342
3712,vent,vent,130.33,130.56,3,342
3713,des,des,130.56,130.7,3,342
3714,cheveux,cheveux,130.7,131.15,3,342
3715,tout,tout,131.15,131.47,3,342
3716,dorés,dorés,131.47,131.94,3,342
3717,je,je,132.92,133.11,3,343
3718,connais,connais,133.11,133.35,3,343
3719,une,une,133.35,133.6,3,343
3720,planète,planète,133.6,134.17,3,343
3721,où,où,134.17,134.29,3,343
3722,il,il,134.29,134.41,3,343
3723,y,y,134.41,134.5,3,343
3724,a,a,134.5,134.53,3,343
3725,un,un,134.53,134.68,3,343
3726,monsieur,monsieur,134.68,135.13,3,343
3727,cramoisi,cramoisi,135.13,135.87,3,343
3728,il,il,136.47,136.62,3,344
3729,n',n',136.62,136.7,3,344
3730,a,a,136.7,136.81,3,344
3731,jamais,jamais,136.81,137.32,3,344
3732,respiré,respiré,137.32,137.93,3,344
3733,une,une,138.08,138.26,3,344
3734,fleur,fleur,138.26,138.71,3,344
3735,il,il,139.14,139.33,3,345
3736,n',n',139.33,139.38,3,345
3737,a,a,139.38,139.5,3,345
3738,jamais,jamais,139.5,140.06,3,345
3739,regardé,regardé,140.06,140.65,3,345
3740,une,une,140.71,140.95,3,345
3741,étoile,étoile,140.95,141.5,3,345
3742,il,il,141.91,142.1,3,346
3743,n',n',142.1,142.17,3,346
3744,a,a,142.17,142.25,3,346
3745,jamais,jamais,142.25,142.78,3,346
3746,aimé,aimé,142.78,143.01,3,346
3747,personne,personne,143.01,143.66,3,346
3748,il,il,144.3,144.48,3,347
3749,n',n',144.52,144.57,3,347
3750,a,a,144.57,144.71,3,347
3751,jamais,jamais,144.71,145.2,3,347
3752,rien,rien,145.2,145.42,3,347
3753,fait,fait,145.42,145.58,3,347
3754,d',d',145.58,145.65,3,347
3755,autre,autre,145.65,145.91,3,347
3756,que,que,145.91,146.04,3,347
3757,des,des,146.04,146.27,3,347
3758,additions,additions,146.27,146.8,3,347
3759,et,et,147.67,147.82,3,348
3760,toute,toute,147.82,148.13,3,348
3761,la,la,148.13,148.25,3,348
3762,journée,journée,148.25,148.69,3,348
3763,il,il,148.69,148.8,3,348
3764,répète,répète,148.8,149.2,3,348
3765,comme,comme,149.2,149.44,3,348
3766,toi,toi,149.51,149.76,3,348
3767,je,je,150.16,150.25,3,349
3768,suis,suis,150.25,150.53,3,349
3769,un,un,150.53,150.7,3,349
3770,homme,homme,150.7,150.83,3,349
3771,sérieux,sérieux,150.83,151.3,3,349
3772,je,je,151.56,151.7,3,349
3773,suis,suis,151.7,151.96,3,349
3774,un,un,151.96,152.14,3,349
3775,homme,homme,152.14,152.27,3,349
3776,sérieux,sérieux,152.27,152.8,3,349
3777,et,et,153.3,153.34,3,350
3778,ça,ça,153.34,153.51,3,350
3779,le,le,153.51,153.66,3,350
3780,fait,fait,153.66,153.78,3,350
3781,gonfler,gonfler,153.78,154.29,3,350
3782,d',d',154.29,154.36,3,350
3783,orgueil,orgueil,154.36,154.94,3,350
3784,mais,mais,155.66,155.79,3,351
3785,ce,ce,155.79,155.94,3,351
3786,n',n',155.94,155.98,3,351
3787,est,est,155.98,156.08,3,351
3788,pas,pas,156.08,156.26,3,351
3789,un,un,156.26,156.47,3,351
3790,homme,homme,156.53,156.7,3,351
3791,c',c',156.93,157.03,3,352
3792,est,est,157.03,157.16,3,352
3793,un,un,157.16,157.24,3,352
3794,champignon,champignon,157.24,157.94,3,352
3795,un,un,158.68,158.94,3,353
3796,quoi,quoi,159.16,159.46,3,353
3797,un,un,160.3,160.45,3,354
3798,champignon,champignon,160.45,161.29,3,354
3799,le,le,162.19,162.29,3,355
3800,petit,petit,162.29,162.72,3,355
3801,prince,prince,162.72,163.08,3,355
3802,était,était,163.15,163.47,3,355
3803,maintenant,maintenant,163.47,164.07,3,355
3804,tout,tout,164.07,164.35,3,355
3805,pâle,pâle,164.35,164.9,3,355
3806,de,de,164.9,165.03,3,355
3807,colère,colère,165.03,165.65,3,355
3808,il,il,166.57,166.73,3,356
3809,y,y,166.73,166.86,3,356
3810,a,a,166.91,166.94,3,356
3811,des,des,166.94,167.14,3,356
3812,millions,millions,167.14,167.58,3,356
3813,d',d',167.58,167.63,3,356
3814,années,années,167.63,167.91,3,356
3815,que,que,167.91,168.03,3,356
3816,les,les,168.03,168.18,3,356
3817,fleurs,fleurs,168.18,168.55,3,356
3818,fabriquent,fabriquent,168.55,168.91,3,356
3819,des,des,168.91,169.11,3,356
3820,épines,épines,169.11,169.62,3,356
3821,il,il,170.12,170.24,3,357
3822,y,y,170.24,170.4,3,357
3823,a,a,170.4,170.51,3,357
3824,des,des,170.51,170.67,3,357
3825,millions,millions,170.67,171.34,3,357
3826,d',d',171.34,171.4,3,357
3827,années,années,171.4,171.69,3,357
3828,que,que,171.69,171.76,3,357
3829,les,les,171.76,171.92,3,357
3830,moutons,moutons,171.92,172.27,3,357
3831,mangent,mangent,172.27,172.59,3,357
3832,quand,quand,172.67,172.85,3,357
3833,même,même,172.85,173.1,3,357
3834,les,les,173.1,173.2,3,357
3835,fleurs,fleurs,173.2,173.68,3,357
3836,et,et,174.19,174.26,3,358
3837,ce,ce,174.26,174.42,3,358
3838,n',n',174.42,174.5,3,358
3839,est,est,174.5,174.61,3,358
3840,pas,pas,174.61,174.73,3,358
3841,sérieux,sérieux,174.73,175.28,3,358
3842,de,de,175.42,175.51,3,358
3843,chercher,chercher,175.51,175.88,3,358
3844,à,à,175.88,175.96,3,358
3845,comprendre,comprendre,175.96,176.52,3,358
3846,pourquoi,pourquoi,176.52,176.92,3,358
3847,elles,elles,176.92,177.05,3,358
3848,se,se,177.05,177.24,3,358
3849,donnent,donnent,177.24,177.43,3,358
3850,tant,tant,177.54,177.78,3,358
3851,de,de,177.78,177.91,3,358
3852,mal,mal,177.91,178.26,3,358
3853,pour,pour,178.49,178.66,3,358
3854,se,se,178.66,178.78,3,358
3855,fabriquer,fabriquer,178.78,179.21,3,358
3856,des,des,179.21,179.38,3,358
3857,épines,épines,179.38,179.82,3,358
3858,qui,qui,179.82,179.96,3,358
3859,ne,ne,179.96,180.07,3,358
3860,servent,servent,180.07,180.36,3,358
3861,jamais,jamais,180.36,180.67,3,358
3862,à,à,180.74,180.81,3,358
3863,rien,rien,180.81,181.14,3,358
3864,ce,ce,182.09,182.25,3,359
3865,n',n',182.25,182.28,3,359
3866,est,est,182.28,182.38,3,359
3867,pas,pas,182.38,182.44,3,359
3868,important,important,182.44,183.0,3,359
3869,la,la,183.0,183.13,3,359
3870,guerre,guerre,183.13,183.36,3,359
3871,des,des,183.36,183.47,3,359
3872,moutons,moutons,183.47,183.81,3,359
3873,et,et,183.81,183.86,3,359
3874,des,des,183.86,183.98,3,359
3875,fleurs,fleurs,183.98,184.46,3,359
3876,ce,ce,185.32,185.46,3,360
3877,n',n',185.46,185.49,3,360
3878,est,est,185.49,185.63,3,360
3879,pas,pas,185.63,185.77,3,360
3880,plus,plus,185.77,185.89,3,360
3881,sérieux,sérieux,185.89,186.37,3,360
3882,et,et,186.37,186.46,3,360
3883,plus,plus,186.46,186.72,3,360
3884,important,important,186.72,187.3,3,360
3885,que,que,187.41,187.48,3,360
3886,les,les,187.48,187.68,3,360
3887,additions,additions,187.68,188.17,3,360
3888,d',d',188.17,188.22,3,360
3889,un,un,188.22,188.36,3,360
3890,gros,gros,188.36,188.65,3,360
3891,monsieur,monsieur,188.65,188.97,3,360
3892,rouge,rouge,188.97,189.42,3,360
3893,et,et,190.44399,190.570097,3,361
3894,si,si,190.570097,190.77,3,361
3895,je,je,190.77,190.92,3,361
3896,connais,connais,190.92,191.28,3,361
3897,moi,moi,191.28,191.66,3,361
3898,une,une,191.92,192.15,3,361
3899,fleur,fleur,192.15,192.64,3,361
3900,unique,unique,192.68,193.21,3,361
3901,au,à,193.21,193.265,3,361
3902,monde,monde,193.32,193.76,3,361
3903,qui,qui,194.08,194.22,3,362
3904,n',n',194.22,194.27,3,362
3905,existe,existe,194.27,194.78,3,362
3906,nulle,nulle,194.78,195.15,3,362
3907,part,part,195.15,195.53,3,362
3908,sauf,sauf,195.81,196.18,3,362
3909,dans,dans,196.18,196.34,3,362
3910,ma,ma,196.34,196.47,3,362
3911,planète,planète,196.47,197.05,3,362
3912,et,et,197.44,197.54,3,363
3913,qu',qu',197.54,197.64,3,363
3914,un,un,197.64,197.75,3,363
3915,petit,petit,197.75,198.04,3,363
3916,mouton,mouton,198.04,198.48,3,363
3917,peut,peut,198.48,198.64,3,363
3918,anéantir,anéantir,198.64,199.3,3,363
3919,d',d',199.3,199.42,3,363
3920,un,un,199.42,199.58,3,363
3921,seul,seul,199.58,199.86,3,363
3922,coup,coup,199.86,200.16,3,363
3923,comme,comme,200.39,200.67,3,363
3924,ça,ça,200.67,200.9,3,363
3925,un,un,201.16,201.31,3,363
3926,matin,matin,201.31,201.75,3,363
3927,sans,sans,201.95,202.23,3,363
3928,se,se,202.23,202.38,3,363
3929,rendre,rendre,202.38,202.67,3,363
3930,compte,compte,202.67,203.0,3,363
3931,de,de,203.0,203.13,3,363
3932,ce,ce,203.13,203.32,3,363
3933,qu',qu',203.32,203.36,3,363
3934,il,il,203.36,203.49,3,363
3935,fait,fait,203.49,203.74,3,363
3936,ce,ce,204.17,204.26,3,364
3937,n',n',204.26,204.3,3,364
3938,est,est,204.3,204.4,3,364
3939,pas,pas,204.4,204.57,3,364
3940,important,important,204.57,205.17,3,364
3941,ça,ça,205.17,205.49,3,364
3942,il,il,206.96,207.07,3,365
3943,rougit,rougit,207.07,207.61,3,365
3944,puis,puis,207.82,208.13,3,365
3945,reprit,reprit,208.13,208.63,3,365
3946,si,si,209.45,209.71,3,366
3947,quelqu',quelqu,209.71,210.03,3,366
3948,un,un,210.03,210.21,3,366
3949,aime,aime,210.26,210.47,3,366
3950,une,une,210.47,210.59,3,366
3951,fleur,fleur,210.59,210.93,3,366
3952,qui,qui,210.93,211.08,3,366
3953,n',n',211.08,211.16,3,366
3954,existe,existe,211.16,211.62,3,366
3955,qu',qu',211.62,211.75,3,366
3956,à,à,211.75,211.9,3,366
3957,un,un,211.99,212.33,3,366
3958,exemplaire,exemplaire,212.33,212.93,3,366
3959,dans,dans,212.93,213.06,3,366
3960,les,les,213.06,213.23,3,366
3961,millions,millions,213.23,213.84,3,366
3962,et,et,213.84,213.9,3,366
3963,les,les,213.9,214.05,3,366
3964,millions,millions,214.05,214.38,3,366
3965,d',d',214.38,214.44,3,366
3966,étoiles,étoiles,214.44,214.95,3,366
3967,ça,ça,215.46,215.7,3,366
3968,suffit,suffit,215.7,216.17,3,366
3969,pour,pour,216.17,216.29,3,366
3970,qu',qu',216.29,216.37,3,366
3971,il,il,216.37,216.44,3,366
3972,soit,soit,216.44,216.75,3,366
3973,heureux,heureux,216.75,217.04,3,366
3974,quand,quand,217.04,217.3,3,366
3975,il,il,217.3,217.46,3,366
3976,les,les,217.46,217.52,3,366
3977,regarde,regarde,217.52,218.11,3,366
3978,il,il,218.62,218.79,3,367
3979,se,se,218.79,218.97,3,367
3980,dit,dit,218.97,219.26,3,367
3981,ma,ma,219.8,219.95,3,367
3982,fleur,fleur,219.95,220.29,3,367
3983,est,est,220.29,220.37,3,367
3984,là,là,220.37,220.55,3,367
3985,quelque,quelque,220.55,220.92,3,367
3986,part,part,220.92,221.37,3,367
3987,mais,mais,222.2,222.37,3,368
3988,si,si,222.43,222.54,3,368
3989,le,le,222.54,222.65,3,368
3990,mouton,mouton,222.69,223.06,3,368
3991,mange,mange,223.06,223.46,3,368
3992,la,la,223.46,223.6,3,368
3993,fleur,fleur,223.6,224.06,3,368
3994,c',c',224.49,224.61,3,368
3995,est,est,224.61,224.69,3,368
3996,pour,pour,224.69,224.84,3,368
3997,lui,lui,224.84,225.1,3,368
3998,comme,comme,225.1,225.36,3,368
3999,si,si,225.36,225.74,3,368
4000,brusquement,brusquement,225.99,226.79,3,368
4001,toutes,toutes,227.07,227.4,3,368
4002,les,les,227.4,227.69,3,368
4003,étoiles,étoiles,227.69,227.94,3,368
4004,s',s',227.94,228.06,3,368
4005,éteignaient,éteignaient,228.06,228.5,3,368
4006,et,et,228.5,228.55,3,369
4007,ce,ce,229.29,229.53,3,369
4008,n',n',229.53,229.58,3,369
4009,est,est,229.58,229.66,3,369
4010,pas,pas,229.66,229.84,3,369
4011,important,important,229.84,230.34,3,369
4012,ça,ça,230.46,230.79,3,369
4013,il,il,232.34,232.64,3,370
4014,ne,ne,232.64,232.67,3,370
4015,put,put,232.67,232.8,3,370
4016,rien,rien,232.8,233.15,3,370
4017,dire,dire,233.15,233.39,3,370
4018,de,de,233.39,233.51,3,370
4019,plus,plus,233.51,234.03,3,370
4020,il,il,234.49,234.68,3,371
4021,éclata,éclata,234.68,235.18,3,371
4022,brusquement,brusquement,235.18,236.11,3,371
4023,en,en,236.11,236.13,3,371
4024,sanglots,sanglots,236.13,236.64,3,371
4025,la,la,237.6,237.79,3,372
4026,nuit,nuit,237.83,238.01,3,372
